1613415147227,POST,83,200
1613415147310,POST,27,200
1613415147337,POST,27,200
1613415147364,POST,36,200
1613415147400,POST,30,200
1613415147430,POST,39,200
1613415147469,POST,27,200
1613415147496,POST,27,200
1613415147523,POST,25,200
1613415147548,POST,26,200
1613415147574,POST,28,200
1613415147602,POST,34,200
1613415147636,POST,28,200
1613415147664,POST,29,200
1613415147693,POST,28,200
1613415147721,POST,32,200
1613415147753,POST,30,200
1613415147783,POST,27,200
1613415147810,POST,32,200
1613415147842,POST,31,200
1613415147873,POST,28,200
1613415147901,POST,27,200
1613415147928,POST,35,200
1613415147963,POST,30,200
1613415147993,POST,28,200
1613415148021,POST,29,200
1613415148050,POST,36,200
1613415148086,POST,32,200
1613415148118,POST,29,200
1613415148147,POST,32,200
1613415148179,POST,32,200
1613415148211,POST,27,200
1613415148238,POST,29,200
1613415148267,POST,28,200
1613415148295,POST,43,200
1613415148339,POST,29,200
1613415148368,POST,27,200
1613415148395,POST,30,200
1613415148425,POST,26,200
1613415148451,POST,25,200
1613415148476,POST,26,200
1613415148502,POST,29,200
1613415148531,POST,32,200
1613415148563,POST,30,200
1613415148593,POST,25,200
1613415148618,POST,25,200
1613415148643,POST,25,200
1613415148668,POST,28,200
1613415148696,POST,27,200
1613415148723,POST,49,200
1613415148772,POST,34,200
1613415148806,POST,30,200
1613415148836,POST,27,200
1613415148863,POST,33,200
1613415148896,POST,25,200
1613415148921,POST,24,200
1613415148945,POST,33,200
1613415148978,POST,27,200
1613415149005,POST,34,200
1613415149039,POST,32,200
1613415149071,POST,30,200
1613415149101,POST,27,200
1613415149128,POST,31,200
1613415149159,POST,25,200
1613415149184,POST,32,200
1613415149216,POST,27,200
1613415149243,POST,28,200
1613415149271,POST,31,200
1613415149302,POST,33,200
1613415149335,POST,30,200
1613415149365,POST,28,200
1613415149393,POST,25,200
1613415149418,POST,31,200
1613415149449,POST,26,200
1613415149475,POST,30,200
1613415149505,POST,25,200
1613415149530,POST,27,200
1613415149557,POST,29,200
1613415149586,POST,32,200
1613415149618,POST,36,200
1613415149654,POST,35,200
1613415149689,POST,29,200
1613415149718,POST,30,200
1613415149748,POST,29,200
1613415149777,POST,27,200
1613415149804,POST,23,200
1613415149827,POST,29,200
1613415149856,POST,27,200
1613415149883,POST,26,200
1613415149909,POST,31,200
1613415149940,POST,29,200
1613415149969,POST,31,200
1613415150000,POST,32,200
1613415150032,POST,37,200
1613415150069,POST,29,200
1613415150098,POST,29,200
1613415150127,POST,24,200
1613415150151,POST,35,200
1613415150186,POST,33,200
1613415150219,POST,27,200
1613415150246,POST,58,200
1613415150304,POST,28,200
1613415150332,POST,29,200
1613415150361,POST,27,200
1613415150388,POST,31,200
1613415150419,POST,25,200
1613415150444,POST,33,200
1613415150477,POST,29,200
1613415150506,POST,27,200
1613415150533,POST,29,200
1613415150562,POST,27,200
1613415150589,POST,30,200
1613415150619,POST,31,200
1613415150650,POST,30,200
1613415150680,POST,38,200
1613415150718,POST,41,200
1613415150759,POST,56,200
1613415150815,POST,43,200
1613415150858,POST,34,200
1613415150892,POST,45,200
1613415150937,POST,43,200
1613415150980,POST,41,200
1613415151021,POST,26,200
1613415151047,POST,54,200
1613415151101,POST,26,200
1613415151127,POST,27,200
1613415151154,POST,31,200
1613415151185,POST,28,200
1613415151213,POST,31,200
1613415151244,POST,24,200
1613415151268,POST,26,200
1613415151294,POST,25,200
1613415151319,POST,26,200
1613415151345,POST,38,200
1613415151383,POST,25,200
1613415151408,POST,25,200
1613415151433,POST,31,200
1613415151464,POST,26,200
1613415151490,POST,27,200
1613415151517,POST,29,200
1613415151546,POST,32,200
1613415151578,POST,24,200
1613415151602,POST,27,200
1613415151629,POST,30,200
1613415151659,POST,29,200
1613415151688,POST,25,200
1613415151713,POST,29,200
1613415151742,POST,26,200
1613415151768,POST,31,200
1613415151799,POST,29,200
1613415151828,POST,28,200
1613415151856,POST,24,200
1613415151880,POST,31,200
1613415151911,POST,34,200
1613415151945,POST,37,200
1613415151982,POST,99,200
1613415152081,POST,116,200
1613415152197,POST,83,200
1613415152280,POST,85,200
1613415152365,POST,35,200
1613415152400,POST,32,200
1613415152432,POST,26,200
1613415152458,POST,29,200
1613415152487,POST,32,200
1613415152519,POST,29,200
1613415152548,POST,25,200
1613415152573,POST,26,200
1613415152599,POST,25,200
1613415152624,POST,30,200
1613415152654,POST,28,200
1613415152682,POST,31,200
1613415152713,POST,31,200
1613415152744,POST,25,200
1613415152769,POST,28,200
1613415152797,POST,27,200
1613415152824,POST,25,200
1613415152849,POST,29,200
1613415152878,POST,26,200
1613415152904,POST,31,200
1613415152935,POST,28,200
1613415152963,POST,27,200
1613415152990,POST,25,200
1613415153015,POST,33,200
1613415153048,POST,33,200
1613415153081,POST,41,200
1613415153122,POST,48,200
1613415153170,POST,42,200
1613415153212,POST,46,200
1613415153258,POST,49,200
1613415153307,POST,49,200
1613415153356,POST,44,200
1613415153400,POST,50,200
1613415153450,POST,44,200
1613415153494,POST,48,200
1613415153542,POST,47,200
1613415153589,POST,48,200
1613415153637,POST,55,200
1613415153692,POST,46,200
1613415153738,POST,47,200
1613415153785,POST,46,200
1613415153831,POST,76,200
1613415153907,POST,39,200
1613415153946,POST,52,200
1613415153998,POST,46,200
1613415154044,POST,45,200
1613415154089,POST,50,200
1613415154139,POST,39,200
1613415154178,POST,48,200
1613415154226,POST,49,200
1613415154275,POST,50,200
1613415154325,POST,46,200
1613415154371,POST,45,200
1613415154416,POST,46,200
1613415154462,POST,53,200
1613415154515,POST,51,200
1613415154566,POST,39,200
1613415154605,POST,44,200
1613415154649,POST,88,200
1613415154737,POST,92,200
1613415154829,POST,41,200
1613415154870,POST,56,200
1613415154926,POST,52,200
1613415154978,POST,46,200
1613415155024,POST,38,200
1613415155062,POST,33,200
1613415155095,POST,32,200
1613415155127,POST,48,200
1613415155175,POST,46,200
1613415155221,POST,55,200
1613415155276,POST,41,200
1613415155317,POST,51,200
1613415155368,POST,48,200
1613415155416,POST,52,200
1613415155468,POST,60,200
1613415155528,POST,34,200
1613415155562,POST,60,200
1613415155622,POST,46,200
1613415155668,POST,54,200
1613415155722,POST,46,200
1613415155768,POST,46,200
1613415155814,POST,50,200
1613415155864,POST,48,200
1613415155912,POST,47,200
1613415155959,POST,47,200
1613415156006,POST,51,200
1613415156057,POST,41,200
1613415156098,POST,48,200
1613415156146,POST,53,200
1613415156199,POST,49,200
1613415156248,POST,47,200
1613415156295,POST,46,200
1613415156341,POST,45,200
1613415156386,POST,54,200
1613415156440,POST,46,200
1613415156486,POST,50,200
1613415156536,POST,47,200
1613415156583,POST,47,200
1613415156630,POST,46,200
1613415156676,POST,49,200
1613415156725,POST,46,200
1613415156771,POST,48,200
1613415156819,POST,51,200
1613415156870,POST,52,200
1613415156922,POST,52,200
1613415156974,POST,50,200
1613415157024,POST,56,200
1613415157080,POST,42,200
1613415157122,POST,51,200
1613415157173,POST,47,200
1613415157220,POST,46,200
1613415157266,POST,48,200
1613415157314,POST,46,200
1613415157360,POST,45,200
1613415157405,POST,47,200
1613415157452,POST,48,200
1613415157500,POST,46,200
