1613416691156,POST,170,200
1613416691326,POST,31,200
1613416691357,POST,28,200
1613416691385,POST,28,200
1613416691413,POST,26,200
1613416691439,POST,24,200
1613416691463,POST,26,200
1613416691489,POST,27,200
1613416691516,POST,37,200
1613416691553,POST,35,200
1613416691588,POST,29,200
1613416691617,POST,34,200
1613416691651,POST,27,200
1613416691678,POST,25,200
1613416691703,POST,30,200
1613416691733,POST,25,200
1613416691758,POST,35,200
1613416691793,POST,27,200
1613416691820,POST,25,200
1613416691845,POST,23,200
1613416691868,POST,25,200
1613416691893,POST,27,200
1613416691920,POST,33,200
1613416691953,POST,28,200
1613416691982,POST,28,200
1613416692010,POST,29,200
1613416692039,POST,24,200
1613416692063,POST,30,200
1613416692093,POST,26,200
1613416692119,POST,32,200
1613416692151,POST,26,200
1613416692177,POST,30,200
1613416692207,POST,26,200
1613416692233,POST,30,200
1613416692263,POST,28,200
1613416692291,POST,24,200
1613416692315,POST,28,200
1613416692343,POST,32,200
1613416692375,POST,42,200
1613416692417,POST,27,200
1613416692444,POST,25,200
1613416692469,POST,30,200
1613416692499,POST,24,200
1613416692523,POST,24,200
1613416692547,POST,35,200
1613416692582,POST,26,200
1613416692608,POST,26,200
1613416692634,POST,24,200
1613416692658,POST,22,200
1613416692680,POST,25,200
1613416692705,POST,29,200
1613416692734,POST,27,200
1613416692761,POST,26,200
1613416692787,POST,26,200
1613416692813,POST,29,200
1613416692842,POST,27,200
1613416692869,POST,28,200
1613416692897,POST,26,200
1613416692923,POST,29,200
1613416692952,POST,26,200
1613416692978,POST,24,200
1613416693002,POST,30,200
1613416693032,POST,27,200
1613416693059,POST,24,200
1613416693083,POST,34,200
1613416693117,POST,30,200
1613416693147,POST,27,200
1613416693174,POST,28,200
1613416693202,POST,31,200
1613416693233,POST,23,200
1613416693256,POST,40,200
1613416693296,POST,29,200
1613416693325,POST,26,200
1613416693351,POST,32,200
1613416693383,POST,29,200
1613416693412,POST,25,200
1613416693437,POST,31,200
1613416693468,POST,25,200
1613416693493,POST,29,200
1613416693522,POST,28,200
1613416693550,POST,25,200
1613416693575,POST,30,200
1613416693605,POST,27,200
1613416693632,POST,35,200
1613416693667,POST,27,200
1613416693694,POST,31,200
1613416693725,POST,26,200
1613416693751,POST,31,200
1613416693782,POST,28,200
1613416693810,POST,39,200
1613416693849,POST,32,200
1613416693881,POST,29,200
1613416693910,POST,27,200
1613416693937,POST,47,200
1613416693984,POST,39,200
1613416694023,POST,28,200
1613416694051,POST,26,200
