1613415331578,POST,122,200
1613415331700,POST,35,200
1613415331735,POST,35,200
1613415331770,POST,32,200
1613415331802,POST,31,200
1613415331833,POST,30,200
1613415331863,POST,30,200
1613415331894,POST,44,200
1613415331938,POST,48,200
1613415331986,POST,47,200
1613415332033,POST,46,200
1613415332079,POST,47,200
1613415332126,POST,50,200
1613415332176,POST,45,200
1613415332221,POST,48,200
1613415332269,POST,44,200
1613415332313,POST,52,200
1613415332365,POST,44,200
1613415332409,POST,52,200
1613415332461,POST,42,200
1613415332503,POST,47,200
1613415332550,POST,49,200
1613415332599,POST,90,200
1613415332689,POST,53,200
1613415332742,POST,33,200
1613415332775,POST,54,200
1613415332829,POST,73,200
1613415332902,POST,38,200
1613415332940,POST,32,200
1613415332972,POST,33,200
1613415333005,POST,46,200
1613415333051,POST,45,200
1613415333096,POST,63,200
1613415333159,POST,32,200
1613415333191,POST,44,200
1613415333235,POST,47,200
1613415333282,POST,55,200
1613415333337,POST,37,200
1613415333374,POST,52,200
1613415333426,POST,45,200
1613415333471,POST,46,200
1613415333517,POST,48,200
1613415333565,POST,48,200
1613415333613,POST,50,200
1613415333663,POST,44,200
1613415333707,POST,52,200
1613415333759,POST,51,200
1613415333810,POST,49,200
1613415333859,POST,54,200
1613415333913,POST,56,200
1613415333969,POST,59,200
1613415334028,POST,41,200
1613415334069,POST,46,200
1613415334115,POST,46,200
1613415334161,POST,50,200
1613415334211,POST,50,200
1613415334261,POST,54,200
1613415334315,POST,41,200
1613415334356,POST,57,200
1613415334413,POST,41,200
1613415334454,POST,42,200
1613415334496,POST,50,200
1613415334546,POST,45,200
1613415334591,POST,46,200
1613415334637,POST,47,200
1613415334684,POST,45,200
1613415334729,POST,51,200
1613415334780,POST,46,200
1613415334826,POST,49,200
1613415334875,POST,46,200
1613415334921,POST,50,200
1613415334971,POST,48,200
1613415335019,POST,43,200
1613415335062,POST,48,200
1613415335110,POST,46,200
1613415335156,POST,44,200
1613415335200,POST,49,200
1613415335249,POST,46,200
1613415335295,POST,47,200
1613415335342,POST,43,200
1613415335385,POST,61,200
1613415335446,POST,35,200
1613415335481,POST,47,200
1613415335528,POST,47,200
1613415335575,POST,48,200
1613415335623,POST,49,200
1613415335672,POST,51,200
1613415335723,POST,41,200
1613415335764,POST,48,200
1613415335812,POST,45,200
1613415335857,POST,46,200
1613415335903,POST,49,200
1613415335952,POST,46,200
1613415335998,POST,49,200
1613415336047,POST,47,200
1613415336094,POST,49,200
1613415336143,POST,45,200
1613415336188,POST,48,200
1613415336236,POST,49,200
1613415336285,POST,49,200
1613415336334,POST,93,200
1613415336427,POST,46,200
1613415336473,POST,45,200
1613415336518,POST,42,200
1613415336560,POST,58,200
1613415336618,POST,40,200
1613415336658,POST,34,200
1613415336692,POST,56,200
1613415336748,POST,42,200
1613415336790,POST,38,200
1613415336828,POST,50,200
1613415336878,POST,49,200
1613415336927,POST,56,200
1613415336983,POST,51,200
1613415337034,POST,49,200
1613415337083,POST,54,200
1613415337137,POST,49,200
1613415337186,POST,51,200
1613415337237,POST,45,200
1613415337282,POST,47,200
1613415337329,POST,52,200
1613415337381,POST,43,200
1613415337424,POST,48,200
1613415337472,POST,48,200
1613415337520,POST,48,200
1613415337568,POST,50,200
1613415337618,POST,47,200
1613415337665,POST,51,200
1613415337716,POST,57,200
1613415337773,POST,59,200
1613415337832,POST,46,200
1613415337878,POST,50,200
1613415337928,POST,58,200
1613415337986,POST,41,200
1613415338027,POST,47,200
1613415338074,POST,52,200
1613415338126,POST,54,200
1613415338180,POST,39,200
1613415338219,POST,47,200
1613415338266,POST,48,200
1613415338314,POST,48,200
1613415338362,POST,48,200
1613415338410,POST,46,200
1613415338456,POST,49,200
1613415338505,POST,48,200
1613415338553,POST,48,200
1613415338601,POST,50,200
1613415338651,POST,50,200
1613415338701,POST,43,200
1613415338744,POST,48,200
1613415338792,POST,46,200
1613415338838,POST,48,200
1613415338886,POST,48,200
1613415338934,POST,47,200
1613415338981,POST,45,200
1613415339026,POST,46,200
1613415339072,POST,48,200
1613415339120,POST,48,200
1613415339168,POST,51,200
1613415339219,POST,45,200
1613415339264,POST,49,200
1613415339313,POST,47,200
1613415339360,POST,49,200
1613415339409,POST,49,200
1613415339458,POST,51,200
1613415339509,POST,40,200
1613415339549,POST,52,200
1613415339601,POST,51,200
1613415339652,POST,47,200
1613415339699,POST,50,200
1613415339749,POST,43,200
1613415339792,POST,46,200
1613415339838,POST,53,200
1613415339891,POST,43,200
1613415339934,POST,50,200
1613415339984,POST,50,200
1613415340034,POST,48,200
1613415340082,POST,47,200
1613415340129,POST,48,200
1613415340177,POST,51,200
1613415340228,POST,60,200
1613415340288,POST,66,200
1613415340354,POST,97,200
1613415340451,POST,94,200
1613415340545,POST,110,200
1613415340655,POST,173,200
1613415340828,POST,36,200
1613415340864,POST,58,200
1613415340922,POST,86,200
1613415341008,POST,84,200
1613415341092,POST,84,200
1613415341176,POST,85,200
